state	Year	tax_state	cost_per_pack	tax_percent	tax_revenue	tax_dollar	sales_per_capita	cpi_2012	index
Maine	1983	0.16	0.937	38.4	24601000	0.36	135.4	229.59391666666667	99.6
Maine	1984	0.2	0.981	36.7	29456000	0.36	135.5	229.59391666666667	103.88333333333333
Maine	1985	0.2	1.127	39	29800000	0.44	127.9	229.59391666666667	107.56666666666666
Maine	1986	0.28	1.212	36.3	38662000	0.44	119	229.59391666666667	109.60833333333333
Maine	1987	0.28	1.29	34.1	41130387	0.44	125	229.59391666666667	113.625
Maine	1988	0.28	1.444	30.5	41714596	0.44	125	229.59391666666667	118.25833333333333
Maine	1989	0.28	1.601	29.4	41291405	0.47	122.4	229.59391666666667	123.96666666666667
Maine	1990	0.28	1.589	29.6	42774077	0.47	117.5	229.59391666666667	130.65833333333333
Maine	1991	0.31	1.877	30.4	43462016	0.57	116.1	229.59391666666667	136.19166666666666
Maine	1992	0.33	1.926	29.6	52528000	0.57	114.7	229.59391666666667	140.31666666666666
Maine	1993	0.37	1.783	34.2	49479000	0.61	108.5	229.59391666666667	144.45833333333334
Maine	1994	0.37	1.849	33	46856957	0.61	101.6	229.59391666666667	148.225
Maine	1995	0.37	1.869	32.6	46954000	0.61	102.3	229.59391666666667	152.38333333333333
Maine	1996	0.37	1.902	32.1	45978750	0.61	100	229.59391666666667	156.85
Maine	1997	0.37	2.196	44.6	46346009	0.98	101.1	229.59391666666667	160.51666666666665
Maine	1998	0.37	2.678	36.6	73514213	0.98	94.5	229.59391666666667	163.00833333333333
Maine	1999	0.74	3.305	29.7	78584602	0.98	85.5	229.59391666666667	166.575
Maine	2000	0.74	3.532	30.6	77234890	1.08	82.9	229.59391666666667	172.2
Maine	2001	0.74	3.926	34.1	76330900	1.34	81.2	229.59391666666667	177.06666666666666
Maine	2002	1	4.176	33.3	95006000	1.39	79.6	229.59391666666667	179.875
Maine	2003	1	4.281	32.5	95971968	1.39	74.6	229.59391666666667	183.95833333333334
Maine	2004	1	4.057	34.3	94505938	1.39	72.4	229.59391666666667	188.88333333333333
Maine	2005	1	5.213	45.8	94023930	2.39	71.5	229.59391666666667	195.29166666666666
Maine	2006	2	5.28	45.3	153015000	2.39	64.8	229.59391666666667	201.59166666666667
Maine	2007	2	5.521	43.3	154736684	2.39	58.5	229.59391666666667	207.34241666666668
Maine	2008	2	5.61	42.6	145430452	2.39	55.2	229.59391666666667	215.3025
Maine	2009	2	6.241	48.2	139173005	3.01	52.3	229.59391666666667	214.537
Maine	2010	2	6.464	46.6	139402925	3.01	53	229.59391666666667	218.0555
Maine	2011	2	6.501	46.3	135831050	3.01	51.1	229.59391666666667	224.93916666666667
Maine	2012	2	6.391	47.1	131373120	3.01	48.9	229.59391666666667	229.59391666666667
Maine	2013	2	6.452	46.7	128879094	3.01	48.5	229.59391666666667	232.95708333333334
Maine	2014	2	6.529	46.1	125859707	3.01	47.4	229.59391666666667	236.73616666666666
Maine	2015	2	6.669	45.1	125881350	3.01	46.9	229.59391666666667	237.017
Maine	2016	2	6.807	44.2	130842496	3.01	48.9	229.59391666666667	240.00716666666668
Maine	2017	2	7.066	42.6	132100000	3.01	49.6	229.59391666666667	245.11958333333334
Maine	2018	2	7.111	42.3	121342286	3.01	45.4	229.59391666666667	251.10683333333333
Maine	2019	2	7.256	41.5	114109159	3.01	42.6	229.59391666666667	255.65741666666668
Maryland	1970	0.06	0.342	40.9	27906000	0.14	123.5	229.59391666666667	38.825
Maryland	1971	0.06	0.343	40.8	29936000	0.14	126.7	229.59391666666667	40.49166666666667
Maryland	1972	0.06	0.353	39.7	31975000	0.14	133.2	229.59391666666667	41.81666666666666
Maryland	1973	0.06	0.358	39.1	33419000	0.14	137.3	229.59391666666667	44.4
Maryland	1974	0.06	0.395	35.4	35351000	0.14	144.8	229.59391666666667	49.30833333333334
Maryland	1975	0.1	0.461	39.1	38263000	0.18	146.1	229.59391666666667	53.81666666666667
Maryland	1976	0.1	0.492	36.6	56168000	0.18	137.1	229.59391666666667	56.90833333333333
Maryland	1977	0.1	0.521	34.5	56233000	0.18	135.7	229.59391666666667	60.608333333333334
Maryland	1978	0.1	0.562	32	55490000	0.18	134.1	229.59391666666667	65.23333333333333
Maryland	1979	0.1	0.581	31	54636000	0.18	131.9	229.59391666666667	72.575
Maryland	1980	0.1	0.628	33.4	54574000	0.21	131.5	229.59391666666667	82.40833333333333
Maryland	1981	0.13	0.654	32.1	75154000	0.21	137.1	229.59391666666667	90.925
Maryland	1982	0.13	0.749	28	72778000	0.21	131.3	229.59391666666667	96.5
Maryland	1983	0.13	0.842	34.4	71076000	0.29	128.2	229.59391666666667	99.6
Maryland	1984	0.13	0.901	32.2	68942000	0.29	122.5	229.59391666666667	103.88333333333333
Maryland	1985	0.13	0.933	31.1	69425000	0.29	121.9	229.59391666666667	107.56666666666666
Maryland	1986	0.13	1.003	28.9	69874000	0.29	121.8	229.59391666666667	109.60833333333333
Maryland	1987	0.13	1.092	26.6	68784000	0.29	119.3	229.59391666666667	113.625
Maryland	1988	0.13	1.202	24.1	68217000	0.29	115	229.59391666666667	118.25833333333333
Maryland	1989	0.13	1.315	22.1	66114000	0.29	109	229.59391666666667	123.96666666666667
Maryland	1990	0.13	1.416	20.5	62332000	0.29	102.8	229.59391666666667	130.65833333333333
Maryland	1991	0.13	1.591	22.6	62625000	0.36	97.6	229.59391666666667	136.19166666666666
Maryland	1992	0.16	1.937	28.9	84839000	0.56	91.7	229.59391666666667	140.31666666666666
Maryland	1993	0.36	1.733	34.6	141618000	0.6	82.6	229.59391666666667	144.45833333333334
Maryland	1994	0.36	1.763	34	141772000	0.6	80.8	229.59391666666667	148.225
Maryland	1995	0.36	1.778	33.7	138113000	0.6	77.1	229.59391666666667	152.38333333333333
Maryland	1996	0.36	1.907	31.5	135900000	0.6	75	229.59391666666667	156.85
Maryland	1997	0.36	1.973	30.4	131813000	0.6	72.7	229.59391666666667	160.51666666666665
Maryland	1998	0.36	2.195	27.3	130039000	0.6	72	229.59391666666667	163.00833333333333
Maryland	1999	0.36	3.152	28.6	131338000	0.9	71.4	229.59391666666667	166.575
Maryland	2000	0.66	3.449	29	200760000	1	57.7	229.59391666666667	172.2
Maryland	2001	0.66	3.697	27	203187501	1	58.1	229.59391666666667	177.06666666666666
Maryland	2002	1	4.009	34.7	206237280	1.39	56	229.59391666666667	179.875
Maryland	2003	1	4.105	33.9	266061000	1.39	49.5	229.59391666666667	183.95833333333334
Maryland	2004	1	4.022	34.6	269259150	1.39	48.9	229.59391666666667	188.88333333333333
Maryland	2005	1	3.981	34.9	271053900	1.39	48.7	229.59391666666667	195.29166666666666
Maryland	2006	1	4.11	33.8	274107190	1.39	48.9	229.59391666666667	201.59166666666667
Maryland	2007	1	4.279	32.5	271026450	1.39	48.3	229.59391666666667	207.34241666666668
Maryland	2008	2	5.526	43.3	343692000	2.39	43.3	229.59391666666667	215.3025
Maryland	2009	2	6.215	48.4	399318000	3.01	35.4	229.59391666666667	214.537
Maryland	2010	2	6.252	48.1	399213000	3.01	35	229.59391666666667	218.0555
Maryland	2011	2	6.288	47.9	399135000	3.01	34.6	229.59391666666667	224.93916666666667
Maryland	2012	2	6.362	47.3	401550000	3.01	34.4	229.59391666666667	229.59391666666667
Maryland	2013	2	6.383	47.2	382443200	3.01	32.6	229.59391666666667	232.95708333333334
Maryland	2014	2	6.47	46.5	374270210	3.01	31.6	229.59391666666667	236.73616666666666
Maryland	2015	2	6.556	45.9	361924389	3.01	30.4	229.59391666666667	237.017
Maryland	2016	2	6.719	44.8	364461221	3.01	30.4	229.59391666666667	240.00716666666668
Maryland	2017	2	6.873	43.8	349725701	3.01	29.2	229.59391666666667	245.11958333333334
Maryland	2018	2	6.912	43.5	334523847	3.01	27.6	229.59391666666667	251.10683333333333
Maryland	2019	2	7.256	41.5	318978500	3.01	26.4	229.59391666666667	255.65741666666668
Massachusetts	1970	0.12	0.41	48.8	81570000	0.2	124.3	229.59391666666667	38.825
Massachusetts	1971	0.16	0.46	52.2	88880000	0.24	121.4	229.59391666666667	40.49166666666667
Massachusetts	1972	0.16	0.46	52.2	108629000	0.24	117.9	229.59391666666667	41.81666666666666
Massachusetts	1973	0.16	0.463	51.8	112178000	0.24	121.2	229.59391666666667	44.4
Massachusetts	1974	0.16	0.494	48.6	115663000	0.24	124.3	229.59391666666667	49.30833333333334
Massachusetts	1975	0.16	0.574	50.5	117057000	0.29	126.1	229.59391666666667	53.81666666666667
Massachusetts	1976	0.21	0.573	50.6	143083000	0.29	116.9	229.59391666666667	56.90833333333333
Massachusetts	1977	0.21	0.618	46.9	145006000	0.29	118.9	229.59391666666667	60.608333333333334
Massachusetts	1978	0.21	0.645	45	146357000	0.29	120.5	229.59391666666667	65.23333333333333
Massachusetts	1979	0.21	0.682	42.5	143272000	0.29	118.2	229.59391666666667	72.575
Massachusetts	1980	0.21	0.708	41	146022000	0.29	120.5	229.59391666666667	82.40833333333333
Massachusetts	1981	0.21	0.781	37.1	148438000	0.29	123.2	229.59391666666667	90.925
Massachusetts	1982	0.21	0.887	32.7	148323000	0.29	122.3	229.59391666666667	96.5
Massachusetts	1983	0.21	1.014	41.4	145413000	0.42	119.8	229.59391666666667	99.6
Massachusetts	1984	0.26	1.083	38.8	173429000	0.42	116	229.59391666666667	103.88333333333333
Massachusetts	1985	0.26	1.15	36.5	176875000	0.42	117.2	229.59391666666667	107.56666666666666
Massachusetts	1986	0.26	1.204	34.9	175333189	0.42	115.8	229.59391666666667	109.60833333333333
Massachusetts	1987	0.26	1.316	31.8	173006593	0.42	113.8	229.59391666666667	113.625
Massachusetts	1988	0.26	1.486	28.3	170898271	0.42	111.7	229.59391666666667	118.25833333333333
Massachusetts	1989	0.26	1.524	27.5	160319644	0.42	104.4	229.59391666666667	123.96666666666667
Massachusetts	1990	0.26	1.633	25.7	152641411	0.42	99.4	229.59391666666667	130.65833333333333
Massachusetts	1991	0.26	1.759	26.2	146858545	0.46	93.5	229.59391666666667	136.19166666666666
Massachusetts	1992	0.26	1.806	25.5	142123897	0.46	90.5	229.59391666666667	140.31666666666666
Massachusetts	1993	0.26	1.909	89.3	189891166	0.75	84.1	229.59391666666667	144.45833333333334
Massachusetts	1994	0.51	2.056	36.5	237547765	0.75	77	229.59391666666667	148.225
Massachusetts	1995	0.51	2.076	36.1	236881320	0.75	76.9	229.59391666666667	152.38333333333333
Massachusetts	1996	0.51	2.446	40.9	230341241	1	74.6	229.59391666666667	156.85
Massachusetts	1997	0.51	2.585	38.7	279038430	1	66.7	229.59391666666667	160.51666666666665
Massachusetts	1998	0.76	2.822	35.4	294234047	1	63.6	229.59391666666667	163.00833333333333
Massachusetts	1999	0.76	3.523	28.4	280663934	1	60.4	229.59391666666667	166.575
Massachusetts	2000	0.76	3.843	28.6	274467097	1.1	58.3	229.59391666666667	172.2
Massachusetts	2001	0.76	3.994	27.5	264047565	1.1	54.8	229.59391666666667	177.06666666666666
Massachusetts	2002	0.76	4.843	39.2	270128197	1.9	55.5	229.59391666666667	179.875
Massachusetts	2003	1.51	5.153	36.9	438734517	1.9	47.5	229.59391666666667	183.95833333333334
Massachusetts	2004	1.51	5.028	37.8	423522384	1.9	43.6	229.59391666666667	188.88333333333333
Massachusetts	2005	1.51	5.053	37.6	413602137	1.9	42.7	229.59391666666667	195.29166666666666
Massachusetts	2006	1.51	5.001	38	426505842	1.9	44.1	229.59391666666667	201.59166666666667
Massachusetts	2007	1.51	5.13	37	418448784	1.9	43	229.59391666666667	207.34241666666668
Massachusetts	2008	1.51	6.365	45.6	419593968	2.9	43.1	229.59391666666667	215.3025
Massachusetts	2009	2.51	7.261	48.5	562776156	3.52	34.6	229.59391666666667	214.537
Massachusetts	2010	2.51	7.441	47.3	557284758	3.52	33.7	229.59391666666667	218.0555
Massachusetts	2011	2.51	7.514	46.8	561567069	3.52	34.2	229.59391666666667	224.93916666666667
Massachusetts	2012	2.51	7.505	46.9	553406808	3.52	33.5	229.59391666666667	229.59391666666667
Massachusetts	2013	2.51	8.683	52.1	536736894	4.52	32.2	229.59391666666667	232.95708333333334
Massachusetts	2014	3.51	8.781	51.5	621476706	4.52	27.1	229.59391666666667	236.73616666666666
Massachusetts	2015	3.51	8.934	50.6	616752630	4.52	25.9	229.59391666666667	237.017
Massachusetts	2016	3.51	9.076	49.8	610824240	4.52	25.6	229.59391666666667	240.00716666666668
Massachusetts	2017	3.51	9.398	48.1	580250385	4.52	24.3	229.59391666666667	245.11958333333334
Massachusetts	2018	3.51	9.594	47.1	553737951	4.52	23	229.59391666666667	251.10683333333333
Massachusetts	2019	3.51	9.754	46.3	516455432	4.52	21.3	229.59391666666667	255.65741666666668
Michigan	1970	0.11	0.392	48.5	85396000	0.19	128.6	229.59391666666667	38.825
Michigan	1971	0.11	0.4	47.5	123495000	0.19	126.1	229.59391666666667	40.49166666666667
Michigan	1972	0.11	0.402	47.3	130016000	0.19	131.4	229.59391666666667	41.81666666666666
Michigan	1973	0.11	0.411	46.2	133604000	0.19	133.7	229.59391666666667	44.4
Michigan	1974	0.11	0.444	42.8	138116000	0.19	138.8	229.59391666666667	49.30833333333334
Michigan	1975	0.11	0.479	39.7	136929000	0.19	136.8	229.59391666666667	53.81666666666667
Michigan	1976	0.11	0.483	39.3	139015000	0.19	138	229.59391666666667	56.90833333333333
Michigan	1977	0.11	0.54	35.2	140488000	0.19	140.3	229.59391666666667	60.608333333333334
Michigan	1978	0.11	0.572	33.2	142424000	0.19	141.8	229.59391666666667	65.23333333333333
Michigan	1979	0.11	0.603	31.5	142421000	0.19	140.9	229.59391666666667	72.575
Michigan	1980	0.11	0.618	30.7	142473000	0.19	140.7	229.59391666666667	82.40833333333333
Michigan	1981	0.11	0.68	27.9	142017000	0.19	139.5	229.59391666666667	90.925
Michigan	1982	0.21	0.877	33.1	147003000	0.29	137.3	229.59391666666667	96.5
Michigan	1983	0.21	0.97	38.1	245417000	0.37	128.3	229.59391666666667	99.6
Michigan	1984	0.21	1.014	36.5	245818000	0.37	128.2	229.59391666666667	103.88333333333333
Michigan	1985	0.21	1.06	34.9	243993000	0.37	126.6	229.59391666666667	107.56666666666666
Michigan	1986	0.21	1.114	33.2	241805000	0.37	126.5	229.59391666666667	109.60833333333333
Michigan	1987	0.21	1.222	30.3	236118000	0.37	122.1	229.59391666666667	113.625
Michigan	1988	0.25	1.33	30.8	252492000	0.41	121.1	229.59391666666667	118.25833333333333
Michigan	1989	0.25	1.439	28.5	272167000	0.41	116.6	229.59391666666667	123.96666666666667
Michigan	1990	0.25	1.449	28.3	267058000	0.41	114.4	229.59391666666667	130.65833333333333
Michigan	1991	0.25	1.767	25.5	257166000	0.45	110.3	229.59391666666667	136.19166666666666
Michigan	1992	0.25	1.846	24.4	251217000	0.45	107.6	229.59391666666667	140.31666666666666
Michigan	1993	0.25	1.634	30	246198000	0.49	106.5	229.59391666666667	144.45833333333334
Michigan	1994	0.25	2.243	44.1	277844000	0.99	112.9	229.59391666666667	148.225
Michigan	1995	0.75	2.293	43.2	590693000	0.99	82.8	229.59391666666667	152.38333333333333
Michigan	1996	0.75	2.338	42.3	592743600	0.99	82.9	229.59391666666667	156.85
Michigan	1997	0.75	2.43	40.7	545932880	0.99	75.6	229.59391666666667	160.51666666666665
