state	Year	tax_state	cost_per_pack	tax_percent	tax_revenue	tax_dollar	sales_per_capita	cpi_2012	index
Montana	1997	0.18	1.754	23.9	14035657	0.42	88.9	229.59391666666667	160.51666666666665
Montana	1998	0.18	1.963	21.4	14093529	0.42	89.1	229.59391666666667	163.00833333333333
Montana	1999	0.18	2.607	16.1	13131619	0.42	82.6	229.59391666666667	166.575
Montana	2000	0.18	2.71	19.2	12441859	0.52	75.5	229.59391666666667	172.2
Montana	2001	0.18	3.093	16.8	12151610	0.52	74.8	229.59391666666667	177.06666666666666
Montana	2002	0.18	3.217	17.7	12120167	0.57	74.4	229.59391666666667	179.875
Montana	2003	0.7	3.834	28.4	16740385	1.09	71.7	229.59391666666667	183.95833333333334
Montana	2004	0.7	3.94	27.7	43748031	1.09	68	229.59391666666667	188.88333333333333
Montana	2005	1.7	4.814	43.4	59519369	2.09	63.5	229.59391666666667	195.29166666666666
Montana	2006	1.7	4.914	42.5	82180007	2.09	51.6	229.59391666666667	201.59166666666667
Montana	2007	1.7	4.968	42.1	84579607	2.09	52.6	229.59391666666667	207.34241666666668
Montana	2008	1.7	5.008	41.7	85625847	2.09	52.6	229.59391666666667	215.3025
Montana	2009	1.7	5.766	47	81852136	2.71	49.8	229.59391666666667	214.537
Montana	2010	1.7	6.121	44.3	78492027	2.71	47.3	229.59391666666667	218.0555
Montana	2011	1.7	6.189	43.8	76430979	2.71	45.5	229.59391666666667	224.93916666666667
Montana	2012	1.7	6.128	44.2	77265829	2.71	45.5	229.59391666666667	229.59391666666667
Montana	2013	1.7	6.155	44	75664883	2.71	44.3	229.59391666666667	232.95708333333334
Montana	2014	1.7	6.296	43	74316187	2.71	43	229.59391666666667	236.73616666666666
Montana	2015	1.7	6.294	43.1	73322316	2.71	42.2	229.59391666666667	237.017
Montana	2016	1.7	6.444	42.1	74109375	2.71	42.2	229.59391666666667	240.00716666666668
Montana	2017	1.7	6.535	41.5	72871384	2.71	41.1	229.59391666666667	245.11958333333334
Montana	2018	1.7	6.692	40.5	66653461	2.71	37.2	229.59391666666667	251.10683333333333
Montana	2019	1.7	6.919	39.2	67151551	2.71	36.4	229.59391666666667	255.65741666666668
Nebraska	1970	0.08	0.347	46.1	12529000	0.16	108.1	229.59391666666667	38.825
Nebraska	1971	0.13	0.411	51.1	14171000	0.21	108.6	229.59391666666667	40.49166666666667
Nebraska	1972	0.13	0.412	51	20623000	0.21	104.9	229.59391666666667	41.81666666666666
Nebraska	1973	0.13	0.42	50	21119000	0.21	106.6	229.59391666666667	44.4
Nebraska	1974	0.13	0.446	47.1	22153000	0.21	110.5	229.59391666666667	49.30833333333334
Nebraska	1975	0.13	0.468	44.9	22892000	0.21	114.1	229.59391666666667	53.81666666666667
Nebraska	1976	0.13	0.481	43.7	23744000	0.21	118.1	229.59391666666667	56.90833333333333
Nebraska	1977	0.13	0.536	39.2	23759000	0.21	117.7	229.59391666666667	60.608333333333334
Nebraska	1978	0.13	0.554	37.9	23822000	0.21	117.4	229.59391666666667	65.23333333333333
Nebraska	1979	0.13	0.595	35.3	23614000	0.21	116.1	229.59391666666667	72.575
Nebraska	1980	0.13	0.609	34.5	23791000	0.21	116.3	229.59391666666667	82.40833333333333
Nebraska	1981	0.13	0.697	31.6	23878000	0.22	117	229.59391666666667	90.925
Nebraska	1982	0.18	0.837	31.1	26594000	0.26	117.1	229.59391666666667	96.5
Nebraska	1983	0.18	0.948	35.9	31636000	0.34	110.8	229.59391666666667	99.6
Nebraska	1984	0.18	0.958	35.5	31069000	0.34	107.7	229.59391666666667	103.88333333333333
Nebraska	1985	0.18	1.04	32.7	30639000	0.34	105.1	229.59391666666667	107.56666666666666
Nebraska	1986	0.23	1.137	34.3	32372000	0.39	103.1	229.59391666666667	109.60833333333333
Nebraska	1987	0.23	1.233	35	37825000	0.43	101.3	229.59391666666667	113.625
Nebraska	1988	0.27	1.393	30.9	40486641	0.43	92.9	229.59391666666667	118.25833333333333
Nebraska	1989	0.27	1.434	30	40792067	0.43	93.8	229.59391666666667	123.96666666666667
Nebraska	1990	0.27	1.522	28.3	39082338	0.43	89.9	229.59391666666667	130.65833333333333
Nebraska	1991	0.27	1.695	27.7	39469181	0.47	92.4	229.59391666666667	136.19166666666666
Nebraska	1992	0.27	1.772	26.5	38702772	0.47	90.6	229.59391666666667	140.31666666666666
Nebraska	1993	0.27	1.696	34.2	38832035	0.58	91.1	229.59391666666667	144.45833333333334
Nebraska	1994	0.27	1.707	34	46309358	0.58	85.9	229.59391666666667	148.225
Nebraska	1995	0.34	1.755	33	48521230	0.58	88.5	229.59391666666667	152.38333333333333
Nebraska	1996	0.34	1.848	31.4	47705434	0.58	86.2	229.59391666666667	156.85
Nebraska	1997	0.34	1.946	29.8	48092261	0.58	85.5	229.59391666666667	160.51666666666665
Nebraska	1998	0.34	2.146	27	44748964	0.58	79.7	229.59391666666667	163.00833333333333
Nebraska	1999	0.34	2.883	20.1	48966120	0.58	86.8	229.59391666666667	166.575
Nebraska	2000	0.34	3.095	22	44993900	0.68	77.6	229.59391666666667	172.2
Nebraska	2001	0.34	3.278	20.7	40607220	0.68	69.8	229.59391666666667	177.06666666666666
Nebraska	2002	0.34	3.867	26.6	45028920	1.03	77.3	229.59391666666667	179.875
Nebraska	2003	0.64	3.791	27.2	60863730	1.03	68.4	229.59391666666667	183.95833333333334
Nebraska	2004	0.64	3.619	28.5	68818560	1.03	61.8	229.59391666666667	188.88333333333333
Nebraska	2005	0.64	3.648	28.2	68200320	1.03	61	229.59391666666667	195.29166666666666
Nebraska	2006	0.64	3.718	27.7	67026240	1.03	59.5	229.59391666666667	201.59166666666667
Nebraska	2007	0.64	3.764	27.4	67967040	1.03	60.1	229.59391666666667	207.34241666666668
Nebraska	2008	0.64	3.767	27.3	71763480	1.03	63.2	229.59391666666667	215.3025
Nebraska	2009	0.64	4.693	35.2	68243520	1.65	59.8	229.59391666666667	214.537
Nebraska	2010	0.64	4.979	33.1	63205440	1.65	55	229.59391666666667	218.0555
Nebraska	2011	0.64	5.107	32.3	62516160	1.65	53.5	229.59391666666667	224.93916666666667
Nebraska	2012	0.64	5.062	32.6	61948800	1.65	52.5	229.59391666666667	229.59391666666667
Nebraska	2013	0.64	5.27	31.3	60778560	1.65	51.2	229.59391666666667	232.95708333333334
Nebraska	2014	0.64	5.326	31	56575680	1.65	47.3	229.59391666666667	236.73616666666666
Nebraska	2015	0.64	5.234	31.5	56103360	1.65	46.6	229.59391666666667	237.017
Nebraska	2016	0.64	5.355	30.8	56137920	1.65	46.3	229.59391666666667	240.00716666666668
Nebraska	2017	0.64	5.498	30	53023680	1.65	43.4	229.59391666666667	245.11958333333334
Nebraska	2018	0.64	5.544	29.8	53278320	1.65	43.4	229.59391666666667	251.10683333333333
Nebraska	2019	0.64	5.776	28.6	50168160	1.65	40.6	229.59391666666667	255.65741666666668
Nevada	1970	0.1	0.44	40.9	8729000	0.18	189.5	229.59391666666667	38.825
Nevada	1971	0.1	0.406	44.3	9366000	0.18	190.5	229.59391666666667	40.49166666666667
Nevada	1972	0.1	0.403	44.7	10039000	0.18	198.6	229.59391666666667	41.81666666666666
Nevada	1973	0.1	0.419	43	10546000	0.18	201.5	229.59391666666667	44.4
Nevada	1974	0.1	0.445	40.5	11130000	0.18	204.7	229.59391666666667	49.30833333333334
Nevada	1975	0.1	0.449	40.1	11665000	0.18	205.2	229.59391666666667	53.81666666666667
Nevada	1976	0.1	0.493	36.5	11756000	0.18	201.4	229.59391666666667	56.90833333333333
Nevada	1977	0.1	0.543	33.1	11648000	0.18	190.8	229.59391666666667	60.608333333333334
Nevada	1978	0.1	0.571	31.5	11871000	0.18	187	229.59391666666667	65.23333333333333
Nevada	1979	0.1	0.631	28.5	12128000	0.18	183.3	229.59391666666667	72.575
Nevada	1980	0.1	0.633	28.4	12536000	0.18	177.7	229.59391666666667	82.40833333333333
Nevada	1981	0.1	0.716	25.1	13794000	0.18	171.9	229.59391666666667	90.925
Nevada	1982	0.1	0.819	22	14012000	0.18	165.1	229.59391666666667	96.5
Nevada	1983	0.1	0.998	31.1	14092000	0.31	159.2	229.59391666666667	99.6
Nevada	1984	0.15	1.093	28.4	17605891	0.31	136.6	229.59391666666667	103.88333333333333
Nevada	1985	0.15	1.066	29.1	20320667	0.31	146.7	229.59391666666667	107.56666666666666
Nevada	1986	0.15	1.14	27.2	20284792	0.31	142.6	229.59391666666667	109.60833333333333
Nevada	1987	0.15	1.296	27.7	20932015	0.36	147.7	229.59391666666667	113.625
Nevada	1988	0.2	1.456	24.7	28019991	0.36	141.9	229.59391666666667	118.25833333333333
Nevada	1989	0.2	1.737	29.3	29526100	0.51	137.9	229.59391666666667	123.96666666666667
Nevada	1990	0.2	1.863	27.4	48131119	0.51	137.3	229.59391666666667	130.65833333333333
Nevada	1991	0.35	1.938	28.4	50229047	0.55	115.5	229.59391666666667	136.19166666666666
Nevada	1992	0.35	1.968	27.9	47894128	0.55	110	229.59391666666667	140.31666666666666
Nevada	1993	0.35	1.903	31	46349800	0.59	108.1	229.59391666666667	144.45833333333334
Nevada	1994	0.35	1.904	31	47907937	0.59	105.2	229.59391666666667	148.225
Nevada	1995	0.35	1.95	30.3	49960574	0.59	100.9	229.59391666666667	152.38333333333333
Nevada	1996	0.35	1.985	29.7	51188921	0.59	99	229.59391666666667	156.85
Nevada	1997	0.35	2.006	29.4	53619000	0.59	95.6	229.59391666666667	160.51666666666665
Nevada	1998	0.35	2.258	26.1	57467347	0.59	102.4	229.59391666666667	163.00833333333333
Nevada	1999	0.35	3.035	19.4	60977962	0.59	103.9	229.59391666666667	166.575
Nevada	2000	0.35	3.184	21.7	61016795	0.69	93.2	229.59391666666667	172.2
Nevada	2001	0.35	3.221	21.4	63398000	0.69	90.5	229.59391666666667	177.06666666666666
Nevada	2002	0.35	3.308	22.4	60595972	0.74	82.2	229.59391666666667	179.875
Nevada	2003	0.35	3.767	31.6	63945704	1.19	86.6	229.59391666666667	183.95833333333334
Nevada	2004	0.8	3.83	31.1	124101000	1.19	69.9	229.59391666666667	188.88333333333333
Nevada	2005	0.8	3.752	31.7	130165920	1.19	69.7	229.59391666666667	195.29166666666666
Nevada	2006	0.8	3.78	31.5	131803093	1.19	68.5	229.59391666666667	201.59166666666667
Nevada	2007	0.8	4.026	29.6	130839518	1.19	65.5	229.59391666666667	207.34241666666668
Nevada	2008	0.8	4.028	29.5	130032657	1.19	61.9	229.59391666666667	215.3025
Nevada	2009	0.8	4.979	36.4	111131905	1.81	53.5	229.59391666666667	214.537
Nevada	2010	0.8	5.02	36.1	101634480	1.81	48.1	229.59391666666667	218.0555
Nevada	2011	0.8	5.23	34.6	98666160	1.81	45.7	229.59391666666667	224.93916666666667
Nevada	2012	0.8	5.181	34.9	95094310	1.81	43.1	229.59391666666667	229.59391666666667
Nevada	2013	0.8	5.287	34.2	95794651	1.81	43.2	229.59391666666667	232.95708333333334
Nevada	2014	0.8	5.326	34	92935920	1.81	41.6	229.59391666666667	236.73616666666666
Nevada	2015	0.8	6.388	44	105544640	2.81	46.4	229.59391666666667	237.017
Nevada	2016	1.8	6.361	44.2	162352531	2.81	30.9	229.59391666666667	240.00716666666668
Nevada	2017	1.8	6.446	43.6	191998080	2.81	36.3	229.59391666666667	245.11958333333334
Nevada	2018	1.8	6.705	41.9	170633520	2.81	31.6	229.59391666666667	251.10683333333333
Nevada	2019	1.8	6.812	41.3	174921930	2.81	32	229.59391666666667	255.65741666666668
New Hampshire	1970	0.07	0.341	48.4	13331935	0.165	265.7	229.59391666666667	38.825
New Hampshire	1971	0.085	0.361	51.2	17820597	0.185	278	229.59391666666667	40.49166666666667
New Hampshire	1972	0.11	0.369	51.5	24229304	0.19	296.2	229.59391666666667	41.81666666666666
New Hampshire	1973	0.11	0.379	50.1	23666198	0.19	279	229.59391666666667	44.4
New Hampshire	1974	0.11	0.408	46.6	23476872	0.19	269.8	229.59391666666667	49.30833333333334
New Hampshire	1975	0.11	0.439	45.6	23912882	0.2	269.1	229.59391666666667	53.81666666666667
New Hampshire	1976	0.12	0.45	44.4	28508000	0.2	290.5	229.59391666666667	56.90833333333333
New Hampshire	1977	0.12	0.497	40.2	27498000	0.2	278.8	229.59391666666667	60.608333333333334
New Hampshire	1978	0.12	0.532	37.6	27463000	0.2	269.6	229.59391666666667	65.23333333333333
New Hampshire	1979	0.12	0.553	36.2	26610000	0.2	254.6	229.59391666666667	72.575
New Hampshire	1980	0.12	0.584	34.2	26373000	0.2	247.8	229.59391666666667	82.40833333333333
New Hampshire	1981	0.12	0.67	29.9	27123000	0.2	245.4	229.59391666666667	90.925
New Hampshire	1982	0.12	0.747	26.8	26934000	0.2	239.8	229.59391666666667	96.5
New Hampshire	1983	0.12	0.905	36.5	26583000	0.33	232.9	229.59391666666667	99.6
New Hampshire	1984	0.17	0.892	37	34316000	0.33	215.1	229.59391666666667	103.88333333333333
New Hampshire	1985	0.17	1	33	33552000	0.33	201.1	229.59391666666667	107.56666666666666
New Hampshire	1986	0.17	1.02	32.4	33639000	0.33	195.9	229.59391666666667	109.60833333333333
New Hampshire	1987	0.17	1.135	28.9	32327000	0.33	195.1	229.59391666666667	113.625
New Hampshire	1988	0.17	1.259	26.2	32515000	0.33	180.4	229.59391666666667	118.25833333333333
New Hampshire	1989	0.17	1.359	27.2	32082000	0.37	172.9	229.59391666666667	123.96666666666667
New Hampshire	1990	0.17	1.539	26.6	37639000	0.41	152.4	229.59391666666667	130.65833333333333
New Hampshire	1991	0.21	1.644	27.4	40860000	0.45	144.8	229.59391666666667	136.19166666666666
New Hampshire	1992	0.25	1.811	24.8	40608665	0.45	143.7	229.59391666666667	140.31666666666666
New Hampshire	1993	0.25	1.578	31.1	41940913	0.49	148.9	229.59391666666667	144.45833333333334
New Hampshire	1994	0.25	1.639	29.9	43658153	0.49	153.8	229.59391666666667	148.225
New Hampshire	1995	0.25	1.686	29.1	44765496	0.49	158.5	229.59391666666667	152.38333333333333
New Hampshire	1996	0.25	1.766	27.7	45121750	0.49	158	229.59391666666667	156.85
New Hampshire	1997	0.25	1.97	31	50638656	0.61	174.4	229.59391666666667	160.51666666666665
New Hampshire	1998	0.25	2.228	27.4	74917359	0.61	173.8	229.59391666666667	163.00833333333333
New Hampshire	1999	0.37	3.139	24.2	72034018	0.76	171.7	229.59391666666667	166.575
New Hampshire	2000	0.52	3.215	26.7	93587673	0.86	147.3	229.59391666666667	172.2
New Hampshire	2001	0.52	3.529	24.4	87461400	0.86	136.1	229.59391666666667	177.06666666666666
New Hampshire	2002	0.52	3.577	25.4	86158800	0.91	131.6	229.59391666666667	179.875
New Hampshire	2003	0.52	3.57	25.5	95760255	0.91	146.2	229.59391666666667	183.95833333333334
New Hampshire	2004	0.52	3.516	25.9	99326040	0.91	148.4	229.59391666666667	188.88333333333333
New Hampshire	2005	0.52	3.725	31.9	93439635	1.19	138.6	229.59391666666667	195.29166666666666
New Hampshire	2006	0.8	3.764	31.6	142008000	1.19	135.5	229.59391666666667	201.59166666666667
New Hampshire	2007	0.8	4.24	34.7	138573600	1.47	131.6	229.59391666666667	207.34241666666668
New Hampshire	2008	1.08	4.423	38.9	161215200	1.72	113.5	229.59391666666667	215.3025
New Hampshire	2009	1.33	5.878	47.5	190829172	2.79	116.6	229.59391666666667	214.537
New Hampshire	2010	1.78	5.964	46.8	229636416	2.79	97.1	229.59391666666667	218.0555
New Hampshire	2011	1.78	5.93	45.4	218390304	2.69	92.9	229.59391666666667	224.93916666666667
New Hampshire	2012	1.68	5.876	45.8	207917640	2.69	93.9	229.59391666666667	229.59391666666667
New Hampshire	2013	1.68	6.009	46.4	198896040	2.79	89.6	229.59391666666667	232.95708333333334
New Hampshire	2014	1.78	6.075	45.9	210527196	2.79	90.6	229.59391666666667	236.73616666666666
New Hampshire	2015	1.78	6.343	44	211540105	2.79	89.6	229.59391666666667	237.017
New Hampshire	2016	1.78	6.432	43.4	215563560	2.79	91.5	229.59391666666667	240.00716666666668
New Hampshire	2017	1.78	6.445	43.3	208028237	2.79	87.3	229.59391666666667	245.11958333333334
New Hampshire	2018	1.78	6.611	42.2	200202084	2.79	83.4	229.59391666666667	251.10683333333333
New Hampshire	2019	1.78	6.788	41.1	189399120	2.79	78.4	229.59391666666667	255.65741666666668
New Jersey	1970	0.14	0.417	52.8	120808000	0.22	120.7	229.59391666666667	38.825
New Jersey	1971	0.14	0.421	52.3	125984000	0.22	125.1	229.59391666666667	40.49166666666667
New Jersey	1972	0.19	0.489	55.2	137924000	0.27	128.4	229.59391666666667	41.81666666666666
New Jersey	1973	0.19	0.502	53.8	168261000	0.27	120.2	229.59391666666667	44.4
New Jersey	1974	0.19	0.528	51.1	169724000	0.27	121.4	229.59391666666667	49.30833333333334
New Jersey	1975	0.19	0.536	50.4	170266000	0.27	122.3	229.59391666666667	53.81666666666667
New Jersey	1976	0.19	0.569	47.5	170091000	0.27	122.4	229.59391666666667	56.90833333333333
New Jersey	1977	0.19	0.619	43.6	171187000	0.27	122.8	229.59391666666667	60.608333333333334
New Jersey	1978	0.19	0.635	42.5	172543000	0.27	123.9	229.59391666666667	65.23333333333333
New Jersey	1979	0.19	0.664	40.7	172389000	0.27	123.8	229.59391666666667	72.575
New Jersey	1980	0.19	0.687	39.3	173132000	0.27	124.3	229.59391666666667	82.40833333333333
New Jersey	1981	0.19	0.762	35.4	178888000	0.27	127.9	229.59391666666667	90.925
New Jersey	1982	0.24	0.921	34.7	178853000	0.32	126.3	229.59391666666667	96.5
New Jersey	1983	0.24	1.011	40.6	216604000	0.41	121.3	229.59391666666667	99.6
New Jersey	1984	0.25	1.047	39.2	220420000	0.41	117.8	229.59391666666667	103.88333333333333
New Jersey	1985	0.25	1.145	35.8	220409000	0.41	116.9	229.59391666666667	107.56666666666666
New Jersey	1986	0.25	1.196	34.3	218338000	0.41	115.5	229.59391666666667	109.60833333333333
New Jersey	1987	0.25	1.318	32.6	212502000	0.43	111.6	229.59391666666667	113.625
New Jersey	1988	0.27	1.395	30.8	225407000	0.43	107.8	229.59391666666667	118.25833333333333
New Jersey	1989	0.27	1.493	28.8	216937000	0.43	103	229.59391666666667	123.96666666666667
New Jersey	1990	0.27	1.804	31	206978000	0.56	98.6	229.59391666666667	130.65833333333333
New Jersey	1991	0.27	1.911	31.4	269551562	0.6	86.7	229.59391666666667	136.19166666666666
New Jersey	1992	0.4	2.054	29.2	269134972	0.6	86.6	229.59391666666667	140.31666666666666
New Jersey	1993	0.4	1.829	35	257517600	0.64	82.9	229.59391666666667	144.45833333333334
New Jersey	1994	0.4	1.878	34.1	251644224	0.64	81.6	229.59391666666667	148.225
New Jersey	1995	0.4	1.943	32.9	256147750	0.64	81	229.59391666666667	152.38333333333333
New Jersey	1996	0.4	1.946	32.9	251487000	0.64	79.1	229.59391666666667	156.85
New Jersey	1997	0.4	2.083	30.7	245962500	0.64	77	229.59391666666667	160.51666666666665
New Jersey	1998	0.4	2.732	38.1	318899400	1.04	72.6	229.59391666666667	163.00833333333333
New Jersey	1999	0.8	3.397	30.6	409427600	1.04	63.6	229.59391666666667	166.575
New Jersey	2000	0.8	3.637	31.3	393178600	1.14	60.1	229.59391666666667	172.2
New Jersey	2001	0.8	3.798	30	388675200	1.14	57.7	229.59391666666667	177.06666666666666
New Jersey	2002	0.8	4.632	40.8	396183400	1.89	58.4	229.59391666666667	179.875
New Jersey	2003	1.5	5.47	44.6	612090375	2.44	48.1	229.59391666666667	183.95833333333334
New Jersey	2004	2.05	5.617	49.7	760798400	2.79	43	229.59391666666667	188.88333333333333
New Jersey	2005	2.4	5.615	49.7	780657000	2.79	37.5	229.59391666666667	195.29166666666666
New Jersey	2006	2.4	5.989	49.5	788651400	2.965	37.7	229.59391666666667	201.59166666666667
New Jersey	2007	2.575	6.094	48.7	766473718	2.965	34.2	229.59391666666667	207.34241666666668
New Jersey	2008	2.575	6.222	47.7	764747319	2.965	34.2	229.59391666666667	215.3025
New Jersey	2009	2.575	7.147	51.9	728052925	3.71	32.6	229.59391666666667	214.537
New Jersey	2010	2.7	7.293	50.9	732240000	3.71	31.1	229.59391666666667	218.0555
New Jersey	2011	2.7	7.372	50.3	771157800	3.71	32.5	229.59391666666667	224.93916666666667
New Jersey	2012	2.7	7.322	50.7	753264900	3.71	31.6	229.59391666666667	229.59391666666667
New Jersey	2013	2.7	7.37	50.3	733079700	3.71	30.6	229.59391666666667	232.95708333333334
New Jersey	2014	2.7	7.428	49.9	704600100	3.71	29.3	229.59391666666667	236.73616666666666
New Jersey	2015	2.7	7.38	50.3	683842500	3.71	28.3	229.59391666666667	237.017
New Jersey	2016	2.7	7.51	49.4	679403700	3.71	28.1	229.59391666666667	240.00716666666668
New Jersey	2017	2.7	7.579	49	660069000	3.71	27.3	229.59391666666667	245.11958333333334
New Jersey	2018	2.7	7.666	48.4	628149600	3.71	25.8	229.59391666666667	251.10683333333333
New Jersey	2019	2.7	8.061	46	579978900	3.71	24.1	229.59391666666667	255.65741666666668
New Mexico	1970	0.12	0.417	48	10731000	0.2	90	229.59391666666667	38.825
New Mexico	1971	0.12	0.421	47.5	11258000	0.2	92.6	229.59391666666667	40.49166666666667
New Mexico	1972	0.12	0.418	47.8	12233000	0.2	99.3	229.59391666666667	41.81666666666666
New Mexico	1973	0.12	0.437	45.8	12574000	0.2	98.9	229.59391666666667	44.4
New Mexico	1974	0.12	0.463	43.2	13252000	0.2	100.3	229.59391666666667	49.30833333333334
New Mexico	1975	0.12	0.495	40.4	13876000	0.2	103.1	229.59391666666667	53.81666666666667
New Mexico	1976	0.12	0.516	38.8	14101000	0.2	102.4	229.59391666666667	56.90833333333333
New Mexico	1977	0.12	0.56	35.7	14347000	0.2	102.4	229.59391666666667	60.608333333333334
New Mexico	1978	0.12	0.576	34.7	14717000	0.2	103.1	229.59391666666667	65.23333333333333
New Mexico	1979	0.12	0.626	32	14688000	0.2	101	229.59391666666667	72.575
New Mexico	1980	0.12	0.63	31.7	15288000	0.2	102.7	229.59391666666667	82.40833333333333
New Mexico	1981	0.12	0.694	28.8	16073000	0.2	103	229.59391666666667	90.925
New Mexico	1982	0.12	0.796	25.1	15542000	0.2	97.5	229.59391666666667	96.5
New Mexico	1983	0.12	0.902	31	15700000	0.28	96.3	229.59391666666667	99.6
New Mexico	1984	0.12	0.955	28.7	15118000	0.28	88.9	229.59391666666667	103.88333333333333
New Mexico	1985	0.12	1.012	27.7	15319000	0.28	88	229.59391666666667	107.56666666666666
New Mexico	1986	0.12	1.102	28.1	15317000	0.31	88.2	229.59391666666667	109.60833333333333
New Mexico	1987	0.15	1.137	27.2	18219078	0.31	82.3	229.59391666666667	113.625
New Mexico	1988	0.15	1.272	24.4	17793231	0.31	77.7	229.59391666666667	118.25833333333333
New Mexico	1989	0.15	1.336	23.2	17172461	0.31	74.4	229.59391666666667	123.96666666666667
New Mexico	1990	0.15	1.469	21.1	16304007	0.31	70.8	229.59391666666667	130.65833333333333
New Mexico	1991	0.15	1.654	21.2	16083848	0.35	69.9	229.59391666666667	136.19166666666666
New Mexico	1992	0.15	1.722	20.3	16441366	0.35	71.4	229.59391666666667	140.31666666666666
New Mexico	1993	0.15	1.584	28.4	15878331	0.45	69	229.59391666666667	144.45833333333334
New Mexico	1994	0.15	1.635	27.5	22387048	0.45	68.2	229.59391666666667	148.225
New Mexico	1995	0.21	1.708	26.3	22995749	0.45	67	229.59391666666667	152.38333333333333
New Mexico	1996	0.21	1.76	25.6	23190321	0.45	65.7	229.59391666666667	156.85
New Mexico	1997	0.21	1.838	24.5	22336717	0.45	61.8	229.59391666666667	160.51666666666665
New Mexico	1998	0.21	2.018	22.3	22610771	0.45	62.6	229.59391666666667	163.00833333333333
New Mexico	1999	0.21	2.798	16.1	21688579	0.45	59.7	229.59391666666667	166.575
New Mexico	2000	0.21	2.916	18.9	21007059	0.55	53.8	229.59391666666667	172.2
New Mexico	2001	0.21	3.203	17.2	20521817	0.55	53.7	229.59391666666667	177.06666666666666
New Mexico	2002	0.21	3.345	17.9	20050649	0.6	52.2	229.59391666666667	179.875
New Mexico	2003	0.21	3.787	34.3	20558788	1.3	53.5	229.59391666666667	183.95833333333334
New Mexico	2004	0.91	3.883	33.5	60993796	1.3	35.4	229.59391666666667	188.88333333333333
New Mexico	2005	0.91	3.81	34.1	61480221	1.3	35.5	229.59391666666667	195.29166666666666
New Mexico	2006	0.91	3.823	34	62035734	1.3	35.4	229.59391666666667	201.59166666666667
New Mexico	2007	0.91	4.057	32	61629067	1.3	34.6	229.59391666666667	207.34241666666668
New Mexico	2008	0.91	4.197	31	61027102	1.3	34	229.59391666666667	215.3025
New Mexico	2009	0.91	5.102	37.6	58893015	1.92	32.7	229.59391666666667	214.537
New Mexico	2010	0.91	5.925	45.1	55792327	2.67	30.3	229.59391666666667	218.0555
New Mexico	2011	1.66	6.06	44.1	93300922	2.67	27.3	229.59391666666667	224.93916666666667
New Mexico	2012	1.66	6.173	43.3	92328577	2.67	26.7	229.59391666666667	229.59391666666667
New Mexico	2013	1.66	6.168	43.3	91475753	2.67	26.4	229.59391666666667	232.95708333333334
New Mexico	2014	1.66	6.337	42.1	85261335	2.67	24.6	229.59391666666667	236.73616666666666
New Mexico	2015	1.66	6.432	41.5	89405940	2.67	25.8	229.59391666666667	237.017
New Mexico	2016	1.66	6.518	41	85115670	2.67	24.6	229.59391666666667	240.00716666666668
New Mexico	2017	1.66	6.53	40.9	83074493	2.67	24	229.59391666666667	245.11958333333334
New Mexico	2018	1.66	6.641	40.2	81709972	2.67	23.6	229.59391666666667	251.10683333333333
New Mexico	2019	1.66	7.171	42	78666356	3.01	22.6	229.59391666666667	255.65741666666668
New York	1970	0.12	0.417	48	261698000	0.2	119	229.59391666666667	38.825
New York	1971	0.12	0.427	46.8	270069000	0.2	123.3	229.59391666666667	40.49166666666667
New York	1972	0.15	0.458	50.2	293877000	0.23	119.9	229.59391666666667	41.81666666666666
New York	1973	0.15	0.474	48.5	327192000	0.23	118.7	229.59391666666667	44.4
New York	1974	0.15	0.515	44.7	333255000	0.23	121.6	229.59391666666667	49.30833333333334
New York	1975	0.15	0.542	42.4	336549000	0.23	123.9	229.59391666666667	53.81666666666667
New York	1976	0.15	0.538	42.8	338668000	0.23	124.6	229.59391666666667	56.90833333333333
New York	1977	0.15	0.595	38.7	340307000	0.23	125.5	229.59391666666667	60.608333333333334
New York	1978	0.15	0.611	37.6	339839000	0.23	126.4	229.59391666666667	65.23333333333333
New York	1979	0.15	0.644	35.7	330650000	0.23	124.4	229.59391666666667	72.575
New York	1980	0.15	0.659	34.9	337733000	0.23	127.6	229.59391666666667	82.40833333333333
New York	1981	0.15	0.725	31.7	342554000	0.23	130.1	229.59391666666667	90.925
New York	1982	0.15	0.831	27.7	339178000	0.23	128.5	229.59391666666667	96.5
New York	1983	0.21	1.008	36.7	362161000	0.37	124.6	229.59391666666667	99.6
New York	1984	0.21	1.062	34.8	446661000	0.37	119.3	229.59391666666667	103.88333333333333
New York	1985	0.21	1.112	33.3	437593000	0.37	115.9	229.59391666666667	107.56666666666666
New York	1986	0.21	1.17	31.6	427738000	0.37	114	229.59391666666667	109.60833333333333
New York	1987	0.21	1.259	29.4	411610000	0.37	108.9	229.59391666666667	113.625
New York	1988	0.21	1.367	27.1	403093000	0.37	106.2	229.59391666666667	118.25833333333333
New York	1989	0.33	1.674	29.2	417597000	0.49	100.1	229.59391666666667	123.96666666666667
New York	1990	0.33	1.804	30.5	562760969	0.55	93.7	229.59391666666667	130.65833333333333
New York	1991	0.39	1.985	29.7	611041549	0.59	86.4	229.59391666666667	136.19166666666666
New York	1992	0.39	2.038	28.9	582518658	0.59	82.4	229.59391666666667	140.31666666666666
New York	1993	0.39	2.077	38.5	561867763	0.8	78.2	229.59391666666667	144.45833333333334
